
El tiempo transcurrido es 0.000435524 segundos.

El tiempo transcurrido es 0.000959004 segundos.

El tiempo transcurrido es 0.00185175 segundos.

El tiempo transcurrido es 0.00206507 segundos.

El tiempo transcurrido es 0.00278826 segundos.

El tiempo transcurrido es 0.00476774 segundos.

El tiempo transcurrido es 0.00329929 segundos.

El tiempo transcurrido es 0.00491919 segundos.

El tiempo transcurrido es 0.0060223 segundos.

El tiempo transcurrido es 0.0104211 segundos.

El tiempo transcurrido es 0.00794751 segundos.

El tiempo transcurrido es 0.0100359 segundos.

El tiempo transcurrido es 0.00615839 segundos.

El tiempo transcurrido es 0.00687888 segundos.

El tiempo transcurrido es 0.00780061 segundos.

El tiempo transcurrido es 0.0157935 segundos.

El tiempo transcurrido es 0.0125084 segundos.

El tiempo transcurrido es 0.0114142 segundos.

El tiempo transcurrido es 0.0116716 segundos.

El tiempo transcurrido es 0.0141336 segundos.

El tiempo transcurrido es 0.0151379 segundos.

El tiempo transcurrido es 0.0232544 segundos.

El tiempo transcurrido es 0.0177349 segundos.

El tiempo transcurrido es 0.0184871 segundos.

El tiempo transcurrido es 0.0198014 segundos.

El tiempo transcurrido es 0.0149113 segundos.

El tiempo transcurrido es 0.0135507 segundos.

El tiempo transcurrido es 0.0180209 segundos.

El tiempo transcurrido es 0.0152302 segundos.

El tiempo transcurrido es 0.0160255 segundos.

El tiempo transcurrido es 0.0362129 segundos.

El tiempo transcurrido es 0.0178548 segundos.

El tiempo transcurrido es 0.018559 segundos.

El tiempo transcurrido es 0.0195882 segundos.

El tiempo transcurrido es 0.0377089 segundos.

El tiempo transcurrido es 0.0214803 segundos.

El tiempo transcurrido es 0.0222987 segundos.

El tiempo transcurrido es 0.0233336 segundos.

El tiempo transcurrido es 0.0426657 segundos.

El tiempo transcurrido es 0.0253152 segundos.

El tiempo transcurrido es 0.026381 segundos.

El tiempo transcurrido es 0.0275771 segundos.

El tiempo transcurrido es 0.0292747 segundos.

El tiempo transcurrido es 0.0295622 segundos.

El tiempo transcurrido es 0.0481654 segundos.

El tiempo transcurrido es 0.0318979 segundos.

El tiempo transcurrido es 0.0330152 segundos.

El tiempo transcurrido es 0.0521149 segundos.

El tiempo transcurrido es 0.0353596 segundos.

El tiempo transcurrido es 0.0367242 segundos.

El tiempo transcurrido es 0.0477802 segundos.

El tiempo transcurrido es 0.0269762 segundos.

El tiempo transcurrido es 0.0277548 segundos.

El tiempo transcurrido es 0.0453785 segundos.

El tiempo transcurrido es 0.0292186 segundos.

El tiempo transcurrido es 0.0301243 segundos.

El tiempo transcurrido es 0.0480349 segundos.

El tiempo transcurrido es 0.0317025 segundos.

El tiempo transcurrido es 0.0326185 segundos.

El tiempo transcurrido es 0.0507883 segundos.

El tiempo transcurrido es 0.0358891 segundos.

El tiempo transcurrido es 0.035322 segundos.

El tiempo transcurrido es 0.0532845 segundos.

El tiempo transcurrido es 0.0369651 segundos.

El tiempo transcurrido es 0.0378611 segundos.

El tiempo transcurrido es 0.0511718 segundos.

El tiempo transcurrido es 0.0398114 segundos.

El tiempo transcurrido es 0.040873 segundos.

El tiempo transcurrido es 0.0441872 segundos.

El tiempo transcurrido es 0.0427451 segundos.

El tiempo transcurrido es 0.0551282 segundos.

El tiempo transcurrido es 0.0446027 segundos.

El tiempo transcurrido es 0.0586373 segundos.

El tiempo transcurrido es 0.0468391 segundos.

El tiempo transcurrido es 0.0637648 segundos.

El tiempo transcurrido es 0.0487394 segundos.

El tiempo transcurrido es 0.0671363 segundos.

El tiempo transcurrido es 0.051129 segundos.

El tiempo transcurrido es 0.0692018 segundos.

El tiempo transcurrido es 0.0529401 segundos.

El tiempo transcurrido es 0.0728788 segundos.

El tiempo transcurrido es 0.0549172 segundos.

El tiempo transcurrido es 0.0734081 segundos.

El tiempo transcurrido es 0.0572284 segundos.

El tiempo transcurrido es 0.0755095 segundos.

El tiempo transcurrido es 0.0593986 segundos.

El tiempo transcurrido es 0.0791832 segundos.

El tiempo transcurrido es 0.0627704 segundos.

El tiempo transcurrido es 0.0824498 segundos.

El tiempo transcurrido es 0.0691199 segundos.

El tiempo transcurrido es 0.0878273 segundos.

El tiempo transcurrido es 0.0751807 segundos.

El tiempo transcurrido es 0.0859758 segundos.

El tiempo transcurrido es 0.0738854 segundos.

El tiempo transcurrido es 0.0947009 segundos.

El tiempo transcurrido es 0.0785276 segundos.

El tiempo transcurrido es 0.0957819 segundos.

El tiempo transcurrido es 0.079085 segundos.

El tiempo transcurrido es 0.0989326 segundos.

El tiempo transcurrido es 0.000431323 segundos.

El tiempo transcurrido es 0.000906639 segundos.

El tiempo transcurrido es 0.00598856 segundos.

El tiempo transcurrido es 0.0018991 segundos.

El tiempo transcurrido es 0.00308601 segundos.

El tiempo transcurrido es 0.00381766 segundos.

El tiempo transcurrido es 0.00317947 segundos.

El tiempo transcurrido es 0.00399956 segundos.

El tiempo transcurrido es 0.005066 segundos.

El tiempo transcurrido es 0.00579226 segundos.

El tiempo transcurrido es 0.0333017 segundos.

El tiempo transcurrido es 0.00824657 segundos.

El tiempo transcurrido es 0.00611971 segundos.

El tiempo transcurrido es 0.00699828 segundos.

El tiempo transcurrido es 0.007785 segundos.

El tiempo transcurrido es 0.00864195 segundos.

El tiempo transcurrido es 0.00946996 segundos.

El tiempo transcurrido es 0.010328 segundos.

El tiempo transcurrido es 0.0116937 segundos.

El tiempo transcurrido es 0.0122462 segundos.

El tiempo transcurrido es 0.0133492 segundos.

El tiempo transcurrido es 0.0148841 segundos.

El tiempo transcurrido es 0.0155798 segundos.

El tiempo transcurrido es 0.0186106 segundos.

El tiempo transcurrido es 0.0180165 segundos.

El tiempo transcurrido es 0.0134979 segundos.

El tiempo transcurrido es 0.0137288 segundos.

El tiempo transcurrido es 0.0145916 segundos.

El tiempo transcurrido es 0.0294584 segundos.

El tiempo transcurrido es 0.0176218 segundos.

El tiempo transcurrido es 0.0190951 segundos.

El tiempo transcurrido es 0.0192575 segundos.

El tiempo transcurrido es 0.033912 segundos.

El tiempo transcurrido es 0.0218547 segundos.

El tiempo transcurrido es 0.0222601 segundos.

El tiempo transcurrido es 0.0232067 segundos.

El tiempo transcurrido es 0.0383409 segundos.

El tiempo transcurrido es 0.0260096 segundos.

El tiempo transcurrido es 0.0265318 segundos.

El tiempo transcurrido es 0.0272698 segundos.

El tiempo transcurrido es 0.029254 segundos.

El tiempo transcurrido es 0.0301398 segundos.

El tiempo transcurrido es 0.0443612 segundos.

El tiempo transcurrido es 0.0334872 segundos.

El tiempo transcurrido es 0.0332737 segundos.

El tiempo transcurrido es 0.0478732 segundos.

El tiempo transcurrido es 0.0378426 segundos.

El tiempo transcurrido es 0.037021 segundos.

El tiempo transcurrido es 0.0518481 segundos.

El tiempo transcurrido es 0.0390889 segundos.

El tiempo transcurrido es 0.0310883 segundos.

El tiempo transcurrido es 0.0424144 segundos.

El tiempo transcurrido es 0.0277089 segundos.

El tiempo transcurrido es 0.0284464 segundos.

El tiempo transcurrido es 0.0390643 segundos.

El tiempo transcurrido es 0.030144 segundos.

El tiempo transcurrido es 0.0310412 segundos.

El tiempo transcurrido es 0.0447158 segundos.

El tiempo transcurrido es 0.0328617 segundos.

El tiempo transcurrido es 0.0337365 segundos.

El tiempo transcurrido es 0.0469429 segundos.

El tiempo transcurrido es 0.0351803 segundos.

El tiempo transcurrido es 0.0361481 segundos.

El tiempo transcurrido es 0.0493118 segundos.

El tiempo transcurrido es 0.0376518 segundos.

El tiempo transcurrido es 0.0387425 segundos.

El tiempo transcurrido es 0.0521364 segundos.

El tiempo transcurrido es 0.0407554 segundos.

El tiempo transcurrido es 0.0418267 segundos.

El tiempo transcurrido es 0.0452181 segundos.

El tiempo transcurrido es 0.0435659 segundos.

El tiempo transcurrido es 0.0596866 segundos.

El tiempo transcurrido es 0.0457543 segundos.

El tiempo transcurrido es 0.0590107 segundos.

El tiempo transcurrido es 0.0476137 segundos.

El tiempo transcurrido es 0.0609729 segundos.

El tiempo transcurrido es 0.0496975 segundos.

El tiempo transcurrido es 0.063656 segundos.

El tiempo transcurrido es 0.0518018 segundos.

El tiempo transcurrido es 0.0652679 segundos.

El tiempo transcurrido es 0.0538266 segundos.

El tiempo transcurrido es 0.0671568 segundos.

El tiempo transcurrido es 0.0558956 segundos.

El tiempo transcurrido es 0.0692935 segundos.

